site_id,timestamp,tower_load_kw,solar_power_kw,solar_irradiance,battery_soc,battery_health,battery_status,battery_voltage,battery_current,battery_temperature,grid_available,grid_power_kw,grid_voltage,grid_frequency_hz,electricity_price,tariff_type,generator_available,generator_status,generator_power_kw,fuel_level,fuel_consumption_lph,temperature,humidity,wind_speed,rainfall,energy_consumption_kwh,power_source,equipment_status
SITE_001,2025-01-05T15:15:00+05:00,3.264,3.25,541.6,99.05,97.8,idle,28.82,0.0,33.75,true,3.264,227.1,49.96,21.1,off_peak,true,stopped,0.0,89.72,0.0,33.89,62.4,2.6,0.0,0.8161,grid,ok
SITE_001,2025-01-05T15:30:00+05:00,3.266,2.74,456.7,99.05,97.8,idle,28.82,0.0,33.5,true,3.266,232.4,49.88,19.56,off_peak,true,stopped,0.0,89.72,0.0,33.45,54.9,2.23,0.0,0.8166,grid,ok
SITE_001,2025-01-05T15:45:00+05:00,3.22,2.498,416.3,99.05,97.8,idle,28.82,0.0,32.89,true,3.22,229.6,49.91,24.52,off_peak,true,stopped,0.0,89.72,0.0,33.38,64.0,1.36,0.0,0.8049,grid,ok
SITE_001,2025-01-05T16:00:00+05:00,3.342,2.147,357.8,99.05,97.8,idle,28.82,0.0,32.41,true,3.342,228.2,49.94,23.55,off_peak,true,stopped,0.0,89.72,0.0,32.34,65.5,2.68,0.0,0.8356,grid,ok
SITE_001,2025-01-05T16:15:00+05:00,3.286,1.801,300.1,99.05,97.8,idle,28.82,0.0,31.56,true,3.286,231.8,50.03,24.55,off_peak,true,stopped,0.0,89.72,0.0,32.0,59.6,9.23,0.0,0.8216,grid,ok
SITE_001,2025-01-05T16:30:00+05:00,3.078,1.49,248.4,99.05,97.8,idle,28.82,0.0,31.98,true,3.078,229.3,49.93,21.64,off_peak,true,stopped,0.0,89.72,0.0,32.1,60.2,0.22,0.0,0.7695,grid,ok
SITE_001,2025-01-05T16:45:00+05:00,3.02,1.188,198.1,99.05,97.8,idle,28.82,0.0,31.08,true,3.02,232.7,49.98,24.59,off_peak,true,stopped,0.0,89.72,0.0,31.53,63.3,2.14,0.0,0.7551,grid,ok
SITE_001,2025-01-05T17:00:00+05:00,3.094,0.995,165.8,99.05,97.8,idle,28.82,0.0,31.89,true,3.094,231.4,49.8,25.1,off_peak,true,stopped,0.0,89.72,0.0,32.38,57.9,5.79,0.0,0.7735,grid,ok
SITE_001,2025-01-05T17:15:00+05:00,3.049,0.811,135.2,99.05,97.8,idle,28.82,0.0,32.29,true,3.049,230.9,50.0,24.88,off_peak,true,stopped,0.0,89.72,0.0,31.95,63.1,8.67,0.0,0.7624,grid,ok
SITE_001,2025-01-05T17:30:00+05:00,2.877,0.604,100.7,99.05,97.8,idle,28.82,0.0,31.47,true,2.877,226.3,49.92,23.96,off_peak,true,stopped,0.0,89.72,0.0,31.67,68.4,2.12,0.0,0.7193,grid,ok
SITE_001,2025-01-05T17:45:00+05:00,2.976,0.272,45.3,99.05,97.8,idle,28.82,0.0,31.46,true,2.976,231.5,50.04,25.42,off_peak,true,stopped,0.0,89.72,0.0,31.05,66.8,1.34,0.0,0.744,grid,ok
SITE_001,2025-01-05T18:00:00+05:00,2.891,0.0,0.0,90.69,97.79,discharging,26.02,-100.31,43.32,true,0.0,230.1,49.95,55.72,peak,true,stopped,0.0,89.72,0.0,30.78,65.8,1.55,0.0,0.7227,battery,ok
SITE_001,2025-01-05T18:15:00+05:00,2.759,0.0,0.0,82.18,97.79,discharging,25.67,-102.07,43.52,true,0.0,212.1,49.52,53.72,peak,true,stopped,0.0,89.72,0.0,30.47,61.9,4.38,0.0,0.6897,battery,warning
SITE_001,2025-01-05T18:30:00+05:00,2.791,0.0,0.0,73.47,97.79,discharging,25.49,-104.59,43.21,true,0.0,228.0,49.99,57.35,peak,true,stopped,0.0,89.72,0.0,29.94,63.8,7.52,0.0,0.6978,battery,ok
SITE_001,2025-01-05T18:45:00+05:00,2.903,0.0,0.0,64.35,97.79,discharging,25.35,-109.4,44.87,true,0.0,229.3,49.99,54.27,peak,true,stopped,0.0,89.72,0.0,30.42,65.6,2.44,0.0,0.7257,battery,ok
SITE_001,2025-01-05T19:00:00+05:00,2.847,0.0,0.0,55.38,97.79,discharging,25.23,-107.65,42.29,true,0.0,225.3,50.04,51.96,peak,true,stopped,0.0,89.72,0.0,28.11,68.7,2.75,0.0,0.7116,battery,ok
SITE_001,2025-01-05T19:15:00+05:00,2.642,0.0,0.0,47.01,97.78,discharging,25.14,-100.42,42.24,true,0.0,234.8,49.92,55.65,peak,true,stopped,0.0,89.72,0.0,29.0,72.1,3.41,0.0,0.6605,battery,ok
SITE_001,2025-01-05T19:30:00+05:00,2.672,0.0,0.0,56.57,97.78,charging,27.48,114.77,43.33,true,5.672,226.3,49.93,53.17,peak,true,stopped,0.0,89.72,0.0,27.94,63.6,8.48,0.0,0.6679,grid,ok
SITE_001,2025-01-05T19:45:00+05:00,2.695,0.0,0.0,48.04,97.78,discharging,25.14,-102.37,40.12,true,0.0,232.2,49.98,52.39,peak,true,stopped,0.0,89.72,0.0,27.18,69.3,9.32,0.0,0.6739,battery,ok
SITE_001,2025-01-05T20:00:00+05:00,2.419,0.0,0.0,57.6,97.78,charging,27.5,114.68,40.86,true,5.419,231.7,50.03,54.12,peak,true,stopped,0.0,89.72,0.0,26.25,73.9,5.63,0.0,0.6049,grid,warning
SITE_001,2025-01-05T20:15:00+05:00,2.378,0.0,0.0,50.08,97.78,discharging,25.3,-90.26,39.08,true,0.0,226.6,50.02,53.57,peak,true,stopped,0.0,89.72,0.0,27.32,68.9,6.34,0.0,0.5946,battery,warning
SITE_001,2025-01-05T20:30:00+05:00,2.338,0.0,0.0,59.62,97.77,charging,27.54,114.5,41.79,true,5.338,225.9,50.06,54.44,peak,true,stopped,0.0,89.72,0.0,26.5,74.2,1.69,0.0,0.5845,grid,warning
SITE_001,2025-01-05T20:45:00+05:00,2.481,0.0,0.0,51.79,97.77,discharging,25.3,-93.99,38.98,true,0.0,232.4,49.9,60.7,peak,true,stopped,0.0,89.72,0.0,26.38,71.7,3.18,0.0,0.6201,battery,warning
SITE_001,2025-01-05T21:00:00+05:00,2.234,0.0,0.0,61.32,97.77,charging,27.56,114.35,40.23,true,5.234,228.8,50.12,54.66,peak,true,stopped,0.0,89.72,0.0,25.04,76.0,4.14,0.0,0.5584,grid,warning
SITE_001,2025-01-05T21:15:00+05:00,2.303,0.0,0.0,54.05,97.77,discharging,25.41,-87.18,37.05,true,0.0,226.8,49.97,57.06,peak,true,stopped,0.0,89.72,0.0,25.24,73.3,9.15,0.0,0.5757,battery,warning
SITE_001,2025-01-05T21:30:00+05:00,2.091,0.0,0.0,63.56,97.76,charging,27.58,114.15,39.14,true,5.091,229.1,50.09,58.15,peak,true,stopped,0.0,89.72,0.0,24.53,69.8,0.68,0.0,0.5227,grid,warning
SITE_001,2025-01-05T21:45:00+05:00,2.22,0.0,0.0,56.57,97.76,discharging,25.49,-83.97,34.69,true,0.0,229.2,50.02,59.55,peak,true,stopped,0.0,89.72,0.0,23.97,75.2,2.1,0.0,0.555,battery,warning
SITE_001,2025-01-05T22:00:00+05:00,2.051,0.0,0.0,66.06,97.76,charging,27.6,113.93,38.71,true,5.051,225.6,50.14,20.12,off_peak,true,stopped,0.0,89.72,0.0,23.61,76.0,0.25,0.0,0.5127,grid,warning
SITE_001,2025-01-05T22:15:00+05:00,1.954,0.0,0.0,75.51,97.76,charging,27.69,113.38,38.23,true,4.954,229.4,49.96,20.81,off_peak,true,stopped,0.0,89.72,0.0,23.21,79.2,7.64,0.0,0.4884,grid,ok
SITE_001,2025-01-05T22:30:00+05:00,1.97,0.0,0.0,84.92,97.76,charging,27.93,112.97,37.58,true,4.97,231.4,49.99,20.6,off_peak,true,stopped,0.0,89.72,0.0,22.87,76.9,7.11,0.0,0.4924,grid,ok
SITE_001,2025-01-05T22:45:00+05:00,2.026,0.0,0.0,94.25,97.75,charging,28.29,111.95,35.86,true,5.026,233.8,50.03,19.2,off_peak,true,stopped,0.0,89.72,0.0,21.27,81.7,4.93,0.0,0.5066,grid,ok
SITE_001,2025-01-05T23:00:00+05:00,1.805,0.0,0.0,97.32,97.75,charging,28.5,36.81,26.49,true,2.805,233.4,49.92,24.1,off_peak,true,stopped,0.0,89.72,0.0,21.59,77.1,6.08,0.0,0.4513,grid,ok
SITE_001,2025-01-05T23:15:00+05:00,2.044,0.0,0.0,98.06,97.75,charging,28.51,8.89,21.01,true,2.294,233.6,49.98,22.21,off_peak,true,stopped,0.0,89.72,0.0,19.6,87.7,7.27,0.0,0.5111,grid,ok
SITE_001,2025-01-05T23:30:00+05:00,1.752,0.0,0.0,98.79,97.75,charging,28.81,8.8,21.9,true,2.002,230.8,49.95,21.15,off_peak,true,stopped,0.0,89.72,0.0,21.06,75.8,3.46,0.0,0.438,grid,ok
SITE_001,2025-01-05T23:45:00+05:00,1.879,0.0,0.0,99.52,97.75,charging,29.09,8.71,21.76,true,2.129,228.8,50.08,19.68,off_peak,true,stopped,0.0,89.72,0.0,20.34,85.4,4.19,0.0,0.4698,grid,ok
SITE_001,2025-01-06T00:00:00+05:00,1.92,0.0,0.0,99.52,97.75,idle,29.01,0.0,19.24,true,1.92,228.0,50.05,21.14,off_peak,true,stopped,0.0,89.72,0.0,19.0,79.8,6.88,0.0,0.4799,grid,ok
SITE_001,2025-01-06T00:15:00+05:00,1.907,0.0,0.0,99.52,97.75,idle,29.01,0.0,19.71,true,1.907,231.2,50.04,25.6,off_peak,true,stopped,0.0,89.72,0.0,19.32,83.9,9.18,0.0,0.4767,grid,ok
SITE_001,2025-01-06T00:30:00+05:00,1.614,0.0,0.0,99.52,97.75,idle,29.01,0.0,18.02,true,1.614,233.5,49.94,24.95,off_peak,true,stopped,0.0,89.72,0.0,18.09,89.4,8.79,0.0,0.4036,grid,ok
SITE_001,2025-01-06T00:45:00+05:00,1.658,0.0,0.0,99.52,97.75,idle,29.01,0.0,19.56,true,1.658,228.5,49.95,21.24,off_peak,true,stopped,0.0,89.72,0.0,19.12,88.0,7.17,0.0,0.4144,grid,ok
SITE_001,2025-01-06T01:00:00+05:00,1.637,0.0,0.0,99.52,97.75,idle,29.01,0.0,17.67,true,1.637,227.7,50.04,20.95,off_peak,true,stopped,0.0,89.72,0.0,17.89,84.1,6.51,0.0,0.4092,grid,ok
SITE_001,2025-01-06T01:00:00+05:00,1.603,0.0,0.0,99.52,97.75,idle,29.01,0.0,18.42,true,1.603,231.4,50.01,23.62,off_peak,true,stopped,0.0,89.72,0.0,18.77,85.8,0.2,0.0,0.4007,grid,fault
SITE_001,2025-01-06T01:30:00+05:00,1.587,0.0,0.0,99.52,97.75,idle,29.01,0.0,16.82,true,1.587,232.8,50.04,19.76,off_peak,true,stopped,0.0,89.72,0.0,16.86,82.7,6.18,0.0,0.3966,grid,ok
SITE_001,2025-01-06T01:45:00+05:00,1.626,0.0,0.0,99.52,97.75,idle,29.01,0.0,17.09,true,1.626,235.1,49.93,21.75,off_peak,true,stopped,0.0,89.72,0.0,17.5,86.4,6.55,0.0,0.4065,grid,ok
SITE_001,2025-01-06T02:00:00+05:00,1.787,0.0,0.0,99.52,97.75,idle,29.01,0.0,17.44,true,1.787,227.7,50.02,20.93,off_peak,true,stopped,0.0,89.72,0.0,17.63,86.1,6.66,0.0,0.4467,grid,ok
SITE_001,2025-01-06T02:15:00+05:00,1.588,0.0,0.0,99.52,97.75,idle,29.01,0.0,16.83,true,1.588,227.4,49.89,19.7,off_peak,true,stopped,0.0,89.72,0.0,17.24,83.5,5.99,0.0,0.397,grid,ok
SITE_001,2025-01-06T02:30:00+05:00,1.705,0.0,0.0,99.52,97.75,idle,29.01,0.0,16.5,true,1.705,226.2,50.01,25.49,off_peak,true,stopped,0.0,89.72,0.0,16.84,88.9,1.56,0.0,0.4263,grid,ok
SITE_001,2025-01-06T02:45:00+05:00,1.79,0.0,0.0,99.52,97.75,idle,29.01,0.0,16.67,true,1.79,226.1,49.96,25.88,off_peak,true,stopped,0.0,89.72,0.0,16.8,92.5,9.5,0.0,0.4475,grid,ok
SITE_001,2025-01-06T03:00:00+05:00,1.641,0.0,0.0,99.52,97.75,idle,29.01,0.0,15.64,true,1.641,227.5,49.96,23.56,off_peak,true,stopped,0.0,89.72,0.0,16.04,100.0,1.34,16.84,0.4103,grid,ok
SITE_001,2025-01-06T03:15:00+05:00,1.867,0.0,0.0,94.15,97.75,discharging,26.52,-64.38,26.14,false,0.0,0.0,0.0,22.0,off_peak,true,stopped,0.0,89.72,0.0,17.47,100.0,2.56,16.45,0.4669,battery,ok
SITE_001,2025-01-06T03:30:00+05:00,1.874,0.0,0.0,97.22,97.75,charging,28.46,36.81,22.3,true,2.874,230.0,50.06,19.86,off_peak,true,stopped,0.0,89.72,0.0,17.51,100.0,3.71,16.21,0.4685,grid,ok
SITE_001,2025-01-06T03:45:00+05:00,1.849,0.0,0.0,91.74,97.75,discharging,26.41,-65.83,25.59,false,0.0,0.0,0.0,25.62,off_peak,true,stopped,0.0,89.72,0.0,16.79,100.0,2.32,18.71,0.4622,battery,warning
SITE_001,2025-01-06T04:00:00+05:00,1.835,0.0,0.0,94.81,97.75,charging,27.56,36.94,21.91,true,2.835,225.8,50.06,23.22,off_peak,true,stopped,0.0,89.72,0.0,17.59,85.0,6.88,0.0,0.4588,grid,warning
SITE_001,2025-01-06T04:15:00+05:00,1.914,0.0,0.0,88.95,97.75,discharging,26.25,-70.4,25.78,false,0.0,0.0,0.0,25.78,off_peak,true,stopped,0.0,89.72,0.0,16.84,84.0,0.8,0.0,0.4786,battery,warning
SITE_001,2025-01-06T04:30:00+05:00,1.873,0.0,0.0,98.22,97.75,charging,29.2,111.28,32.09,true,4.873,231.3,50.02,22.48,off_peak,true,stopped,0.0,89.72,0.0,17.56,92.5,0.95,0.0,0.4682,grid,warning
SITE_001,2025-01-06T04:45:00+05:00,1.762,0.0,0.0,93.07,97.74,discharging,26.5,-61.86,25.83,false,0.0,0.0,0.0,22.12,off_peak,true,stopped,0.0,89.72,0.0,18.21,80.1,0.66,0.0,0.4406,battery,warning
SITE_001,2025-01-06T05:00:00+05:00,1.929,0.0,0.0,96.14,97.74,charging,28.02,36.87,21.47,true,2.929,228.8,50.08,23.65,off_peak,true,stopped,0.0,89.72,0.0,17.16,82.5,8.82,0.0,0.4822,grid,warning
SITE_001,2025-01-06T05:15:00+05:00,2.087,0.0,0.0,99.15,97.74,charging,29.2,36.16,22.62,true,3.087,225.6,49.93,19.62,off_peak,true,stopped,0.0,89.72,0.0,17.61,88.9,9.07,0.0,0.5218,grid,ok
SITE_001,2025-01-06T05:30:00+05:00,1.945,0.0,0.0,99.15,97.74,idle,28.86,0.0,18.55,true,1.945,230.2,50.03,21.89,off_peak,true,stopped,0.0,89.72,0.0,18.74,86.1,0.7,0.0,0.4862,grid,ok
SITE_001,2025-01-06T05:45:00+05:00,2.098,0.0,0.0,99.15,97.74,idle,28.86,0.0,20.04,true,2.098,229.3,49.99,19.45,off_peak,true,stopped,0.0,89.72,0.0,19.96,86.3,2.05,0.0,0.5244,grid,ok
SITE_001,2025-01-06T06:00:00+05:00,1.983,0.0,0.0,99.15,97.74,idle,28.86,0.0,18.27,true,1.983,229.8,50.0,23.73,off_peak,true,stopped,0.0,89.72,0.0,18.5,84.5,4.11,0.0,0.4958,grid,ok
SITE_001,2025-01-06T06:15:00+05:00,2.158,0.214,35.7,99.15,97.74,idle,28.86,0.0,20.68,true,2.158,226.5,50.0,22.37,off_peak,true,stopped,0.0,89.72,0.0,20.63,81.1,7.06,0.0,0.5394,grid,ok
SITE_001,2025-01-06T06:30:00+05:00,2.104,0.464,77.4,99.15,97.74,idle,28.86,0.0,19.34,true,2.104,235.9,49.98,20.28,off_peak,true,stopped,0.0,89.72,0.0,19.31,84.6,7.6,0.0,0.5261,grid,ok
SITE_001,2025-01-06T06:45:00+05:00,2.319,0.619,103.2,99.15,97.74,idle,28.86,0.0,19.3,true,2.319,228.4,49.94,23.87,off_peak,true,stopped,0.0,89.72,0.0,19.57,82.3,2.83,0.0,0.5799,grid,ok
SITE_001,2025-01-06T07:00:00+05:00,2.294,0.772,128.7,99.15,97.74,idle,28.86,0.0,21.07,true,2.294,235.9,49.95,21.23,off_peak,true,stopped,0.0,89.72,0.0,21.4,83.0,4.93,0.0,0.5734,grid,ok
SITE_001,2025-01-06T07:15:00+05:00,2.348,0.96,159.9,99.15,97.74,idle,28.86,0.0,22.08,true,2.348,233.4,50.03,25.46,off_peak,true,stopped,0.0,89.72,0.0,22.37,83.2,9.42,0.0,0.5869,grid,ok
SITE_001,2025-01-06T07:30:00+05:00,2.438,0.964,160.7,99.15,97.74,idle,28.86,0.0,22.27,true,2.438,230.7,49.85,19.04,off_peak,true,stopped,0.0,89.72,0.0,22.5,75.9,4.37,0.0,0.6095,grid,ok
SITE_001,2025-01-06T07:45:00+05:00,2.426,1.115,185.8,99.15,97.74,idle,28.86,0.0,21.91,true,0.0,228.0,50.04,21.31,off_peak,true,running,2.426,89.4,1.276,22.15,84.1,5.78,0.0,0.6065,generator,ok
SITE_001,2025-01-06T08:00:00+05:00,2.546,1.26,210.0,99.15,97.74,idle,28.86,0.0,23.15,true,2.546,225.1,49.99,25.06,off_peak,true,stopped,0.0,89.4,0.0,22.81,72.3,1.76,0.0,0.6365,grid,ok
SITE_001,2025-01-06T08:15:00+05:00,2.66,1.593,265.5,99.15,97.74,idle,28.86,0.0,24.6,true,2.66,224.4,50.16,19.83,off_peak,true,stopped,0.0,89.4,0.0,24.3,76.4,1.94,0.0,0.665,grid,ok
SITE_001,2025-01-06T08:30:00+05:00,2.508,1.977,329.6,99.15,97.74,idle,28.86,0.0,22.91,true,2.508,228.5,49.95,25.03,off_peak,true,stopped,0.0,89.4,0.0,23.14,78.9,3.09,0.0,0.6271,grid,ok
SITE_001,2025-01-06T08:45:00+05:00,2.545,2.304,384.0,99.15,97.74,idle,28.86,0.0,25.1,true,2.545,226.8,50.07,25.08,off_peak,true,stopped,0.0,89.4,0.0,24.67,71.4,2.95,0.0,0.6362,grid,ok
SITE_001,2025-01-06T09:00:00+05:00,2.636,2.116,352.6,99.15,97.74,idle,28.86,0.0,23.84,true,2.636,233.1,50.09,21.86,off_peak,true,stopped,0.0,89.4,0.0,24.31,70.7,8.79,0.0,0.6589,grid,ok
SITE_001,2025-01-06T09:15:00+05:00,2.802,2.387,397.9,99.15,97.74,idle,28.86,0.0,25.98,true,2.802,226.9,49.95,24.18,off_peak,true,stopped,0.0,89.4,0.0,25.64,71.0,7.92,0.0,0.7004,grid,ok
SITE_001,2025-01-06T09:30:00+05:00,2.85,2.645,440.8,99.15,97.74,idle,28.86,0.0,27.04,true,2.85,232.4,49.94,24.55,off_peak,true,stopped,0.0,89.4,0.0,26.76,76.7,7.46,0.0,0.7124,grid,ok
SITE_001,2025-01-06T09:45:00+05:00,3.0,3.086,514.4,99.15,97.74,idle,28.86,0.0,26.79,true,0.0,227.3,50.06,23.42,off_peak,true,stopped,0.0,89.4,0.0,27.25,73.0,7.38,0.0,0.75,solar,ok
SITE_001,2025-01-06T10:00:00+05:00,2.794,3.479,579.9,99.15,97.74,idle,28.86,0.0,27.54,true,0.0,227.7,49.89,19.9,off_peak,true,stopped,0.0,89.4,0.0,27.4,70.5,0.94,0.0,0.6984,solar,ok
SITE_001,2025-01-06T10:15:00+05:00,3.051,3.743,623.8,99.15,97.74,idle,28.86,0.0,27.49,true,0.0,235.1,50.1,23.18,off_peak,true,stopped,0.0,89.4,0.0,27.42,67.9,6.6,0.0,0.7627,solar,ok
SITE_001,2025-01-06T10:30:00+05:00,3.021,3.819,636.5,99.15,97.74,idle,28.86,0.0,28.77,true,0.0,230.0,50.12,20.01,off_peak,true,stopped,0.0,89.4,0.0,28.32,69.8,7.16,0.0,0.7553,solar,ok
SITE_001,2025-01-06T10:45:00+05:00,2.937,4.304,717.3,99.15,97.74,idle,28.86,0.0,27.72,true,0.0,234.4,50.1,23.0,off_peak,true,stopped,0.0,89.4,0.0,27.66,71.5,10.62,0.0,0.7343,solar,ok
SITE_001,2025-01-06T11:00:00+05:00,3.058,4.175,695.8,99.15,97.74,idle,28.86,0.0,29.06,true,0.0,224.6,50.06,25.77,off_peak,true,stopped,0.0,89.4,0.0,29.26,71.2,5.21,0.0,0.7644,solar,ok
SITE_001,2025-01-06T11:15:00+05:00,3.067,4.081,680.2,99.15,97.74,idle,28.86,0.0,29.38,true,0.0,231.3,50.14,25.06,off_peak,true,stopped,0.0,89.4,0.0,29.85,70.8,4.12,0.0,0.7668,solar,ok
SITE_001,2025-01-06T11:30:00+05:00,3.194,4.403,733.9,99.15,97.74,idle,28.86,0.0,30.22,true,0.0,230.3,50.14,19.24,off_peak,true,stopped,0.0,89.4,0.0,29.83,71.1,8.22,0.0,0.7984,solar,ok
SITE_001,2025-01-06T11:45:00+05:00,3.176,4.773,795.5,99.15,97.74,idle,28.86,0.0,29.81,true,0.0,224.4,49.92,20.49,off_peak,true,stopped,0.0,89.4,0.0,29.94,65.6,3.21,0.0,0.7941,solar,ok
SITE_001,2025-01-06T12:00:00+05:00,3.212,4.822,803.6,99.15,97.74,idle,28.86,0.0,31.13,true,0.0,228.8,50.03,24.42,off_peak,true,stopped,0.0,89.4,0.0,31.28,67.1,4.78,0.0,0.8029,solar,ok
SITE_001,2025-01-06T12:15:00+05:00,3.254,4.931,821.9,99.15,97.74,idle,28.86,0.0,29.97,true,0.0,233.6,50.08,24.73,off_peak,true,stopped,0.0,89.4,0.0,30.1,61.0,6.04,0.0,0.8135,solar,ok
SITE_001,2025-01-06T12:30:00+05:00,3.369,5.003,833.9,99.15,97.74,idle,28.86,0.0,32.23,true,0.0,229.9,49.92,24.18,off_peak,true,stopped,0.0,89.4,0.0,32.23,56.8,5.81,0.0,0.8422,solar,ok
SITE_001,2025-01-06T12:45:00+05:00,3.191,5.367,894.5,99.15,97.74,idle,28.86,0.0,31.7,true,0.0,234.9,49.89,20.64,off_peak,true,stopped,0.0,89.4,0.0,31.36,60.6,5.22,0.0,0.7978,solar,ok
SITE_001,2025-01-06T13:00:00+05:00,3.186,5.062,843.6,99.15,97.74,idle,28.86,0.0,32.73,true,0.0,226.3,50.07,22.73,off_peak,true,stopped,0.0,89.4,0.0,32.81,63.5,5.45,0.0,0.7964,solar,ok
SITE_001,2025-01-06T13:15:00+05:00,3.33,5.232,871.9,99.15,97.74,idle,28.86,0.0,32.42,true,0.0,229.2,49.88,22.62,off_peak,true,stopped,0.0,89.4,0.0,32.71,66.0,1.1,0.0,0.8326,solar,ok
SITE_001,2025-01-06T13:30:00+05:00,3.302,5.069,844.9,99.15,97.74,idle,28.86,0.0,32.6,true,0.0,231.9,50.03,24.48,off_peak,true,stopped,0.0,89.4,0.0,32.8,55.8,1.31,0.0,0.8254,solar,ok
SITE_001,2025-01-06T13:45:00+05:00,3.284,4.683,780.5,99.15,97.74,idle,28.86,0.0,32.36,true,0.0,232.8,49.91,24.27,off_peak,true,stopped,0.0,89.4,0.0,32.03,61.0,7.86,0.0,0.8211,solar,ok
SITE_001,2025-01-06T14:00:00+05:00,3.412,4.569,761.4,99.15,97.74,idle,28.86,0.0,32.24,true,0.0,230.7,49.95,21.3,off_peak,true,stopped,0.0,89.4,0.0,32.7,61.5,3.44,0.0,0.8529,solar,ok
SITE_001,2025-01-06T14:15:00+05:00,3.26,4.398,733.0,99.15,97.74,idle,28.86,0.0,34.03,true,0.0,228.6,49.94,23.57,off_peak,true,stopped,0.0,89.4,0.0,33.67,65.2,2.63,0.0,0.815,solar,ok
SITE_001,2025-01-06T14:30:00+05:00,3.227,4.26,710.0,99.15,97.74,idle,28.86,0.0,32.3,true,0.0,226.7,49.98,20.19,off_peak,true,stopped,0.0,89.4,0.0,32.65,66.7,10.19,0.0,0.8066,solar,ok
SITE_001,2025-01-06T14:45:00+05:00,3.338,3.822,637.0,99.15,97.74,idle,28.86,0.0,32.7,true,0.0,228.5,49.87,25.78,off_peak,true,stopped,0.0,89.4,0.0,32.82,60.8,7.45,0.0,0.8346,solar,ok
SITE_001,2025-01-06T15:00:00+05:00,3.388,3.711,618.5,99.15,97.74,idle,28.86,0.0,32.39,true,0.0,229.3,49.97,20.23,off_peak,true,stopped,0.0,89.4,0.0,32.02,61.6,4.17,0.0,0.8469,solar,ok
SITE_001,2025-01-06T15:00:00+05:00,3.407,3.61,601.6,99.15,97.74,idle,28.86,0.0,32.08,true,0.0,227.1,50.01,19.69,off_peak,true,stopped,0.0,89.4,0.0,32.46,60.0,8.7,0.0,0.8518,solar,fault
SITE_001,2025-01-06T15:30:00+05:00,3.272,2.941,490.2,99.15,97.74,idle,28.86,0.0,32.14,true,3.272,230.6,49.96,19.95,off_peak,true,stopped,0.0,89.4,0.0,32.28,59.7,5.11,0.0,0.818,grid,ok
SITE_001,2025-01-06T15:45:00+05:00,3.242,2.858,476.3,99.15,97.74,idle,28.86,0.0,32.42,true,3.242,229.0,49.92,24.69,off_peak,true,stopped,0.0,89.4,0.0,32.12,61.0,12.35,0.0,0.8106,grid,ok
SITE_001,2025-01-06T16:00:00+05:00,3.192,2.8,466.6,99.15,97.74,idle,28.86,0.0,33.21,true,3.192,229.0,50.07,20.81,off_peak,true,stopped,0.0,89.4,0.0,33.39,57.8,6.84,0.0,0.7981,grid,ok
SITE_001,2025-01-06T16:15:00+05:00,3.26,2.623,437.2,99.15,97.74,idle,28.86,0.0,32.39,true,3.26,231.3,49.96,22.33,off_peak,true,stopped,0.0,89.4,0.0,32.11,62.4,2.03,0.0,0.8149,grid,ok
SITE_001,2025-01-06T16:30:00+05:00,3.178,2.251,375.2,99.15,97.74,idle,28.86,0.0,32.39,true,3.178,240.0,49.99,25.88,off_peak,true,stopped,0.0,89.4,0.0,31.9,61.9,0.29,0.0,0.7944,grid,ok
SITE_001,2025-01-06T16:45:00+05:00,2.987,1.864,310.7,99.15,97.74,idle,28.86,0.0,32.63,true,2.987,235.6,49.93,22.33,off_peak,true,stopped,0.0,89.4,0.0,32.9,66.0,4.13,0.0,0.7467,grid,ok
SITE_001,2025-01-06T17:00:00+05:00,3.066,1.618,269.6,99.15,97.74,idle,28.86,0.0,32.21,true,3.066,230.4,50.04,21.3,off_peak,true,stopped,0.0,89.4,0.0,32.64,66.8,3.26,0.0,0.7665,grid,ok
SITE_001,2025-01-06T17:15:00+05:00,3.018,1.229,204.8,99.15,97.74,idle,28.86,0.0,31.65,true,3.018,230.4,49.92,19.18,off_peak,true,stopped,0.0,89.4,0.0,31.85,64.8,3.34,0.0,0.7545,grid,ok
SITE_001,2025-01-06T17:30:00+05:00,2.953,0.775,129.2,99.15,97.74,idle,28.86,0.0,31.9,true,2.953,228.6,49.86,20.26,off_peak,true,stopped,0.0,89.4,0.0,31.46,62.0,5.41,0.0,0.7382,grid,ok
SITE_001,2025-01-06T17:45:00+05:00,2.867,0.412,68.7,99.15,97.74,idle,28.86,0.0,31.16,true,2.867,229.9,49.98,22.58,off_peak,true,stopped,0.0,89.4,0.0,31.36,57.4,7.99,0.0,0.7167,grid,ok
SITE_001,2025-01-06T18:00:00+05:00,2.932,0.0,0.0,90.69,97.74,discharging,26.01,-101.58,44.34,true,0.0,234.1,50.06,55.33,peak,true,stopped,0.0,89.4,0.0,31.24,65.6,4.53,0.0,0.7329,battery,ok
SITE_001,2025-01-06T18:15:00+05:00,2.871,0.0,0.0,81.84,97.74,discharging,25.61,-106.21,43.06,true,0.0,232.7,50.04,57.45,peak,true,stopped,0.0,89.4,0.0,29.75,70.5,2.91,0.0,0.7177,battery,ok
